id,name,province,district,subdistrict,phone,lat,lng,type,typeAdd,service,capacity,evaluationResult,status,resolved_location,detail
278,ห้องประชุมอาคารบุญญาภรณ์ อบต.ดอนแก้ว,เชียงใหม่,แม่ริม,ดอนแก้ว,053-121585ต่อ 28,18.85678772,98.96928549,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",66,ยังไม่ได้ตรวจสอบ,VALID,"บ้านป่ารวก หมู่ 6, เหมืองแก้ว, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50300, ประเทศไทย",district=อำเภอแม่ริม
280,บ้านพิพิธภัณฑ์บรมนาถสถิต,เชียงใหม่,สารภี,ยางเนิ้ง,840987117,18.7103396,99.0270955,หอสมุด หอศิลป์ พิพิธภัณฑสถาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",37,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านหนองแฝก หมู่ 4, บ้านป่าเก็ดถี, หนองแฝก, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
282,โรงพยาบาลส่งเสริมสุขภาพศูนย์อนามัยที่1เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053276856ต่อ207,18.773093,98.9947329,สถานบริการสาธารณสุข,อื่นๆ (F2),ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ,53,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
284,รพ.สต.บ้านทุ่งเสี้ยว,เชียงใหม่,สันป่าตอง,บ้านกลาง,53481211,18.562695,98.87216,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",13,ผ่าน,VALID,"บ้านพระบาทย้งหวีด, บ้านหนองปลาซิว, บ้านกลาง, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอสันป่าตอง
289,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสองธาร,เชียงใหม่,แม่แจ่ม,บ้านทับ,903246111,18.4640253,98.3065993,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ผ่าน,VALID,"บ้านสองธาร, ท่าผา, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่แจ่ม
293,เทศบาลตำบลแม่วาง,เชียงใหม่,แม่วาง,บ้านกาด,0 5348 9407,18.60137805,98.81657141,อาคารสำนักงาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",37,ยังไม่ได้ตรวจสอบ,VALID,"บ้านกาด, แม่วาง, อำเภอแม่วาง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่วาง
294,ศูนย์พัฒนาเด็กเล็กบ้านสบเตี๊ยะ,เชียงใหม่,จอมทอง,สบเตี๊ยะ,848057355,18.3977485,98.6806538,อาคารสถานพัฒนาเด็กปฐมวัย,,ไม่มี,33,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสบเตี๊ยะ, สบเตี๊ยะ, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
295,ร้านแก้มส้ม คอฟฟี่,เชียงใหม่,จอมทอง,ข่วงเปา,943235501,18.43037903,98.68272951,อาคารสถานที่จำหน่ายอาหารและเครื่องดื่ม,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",25,ยังไม่ได้ตรวจสอบ,VALID,"บ้านจอมทอง, จอมทอง, ดอยแก้ว, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
296,องค์การบริหารส่วนตำบลแจ่มหลวง,เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,053 485 094,19.02479345,98.27993482,อาคารสำนักงาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",6,ยังไม่ได้ตรวจสอบ,VALID,"บ้าหแจมหลวง, อำเภอกัลยาณิวัฒนา, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอกัลยาณิวัฒนา
297,ศอ.1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,635193964,18.77296756,98.995077,อาคารสำนักงาน,,,30,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
298,รพ.สต.บ้านหนองไคร้,เชียงใหม่,สันทราย,หนองจ๊อม,53345587,18.84736545,99.02059124,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",33,ผ่าน,VALID,"บ้านมรกต, บ้านคัทลียา, หนองจ๊อม, อำเภอสันทราย, จังหวัดเชียงใหม่, 50210, ประเทศไทย",district=อำเภอสันทราย
300,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่1เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053-276856ต่อ123,18.78984003,98.97516492,สถานบริการสาธารณสุข,รพท.,,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
301,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสองแคว,เชียงใหม่,ฝาง,สันทราย,898509794,19.869066,99.180886,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ",5,ผ่าน,VALID,"Ban Mae Kha, สันทราย, อำเภอฝาง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอฝาง
302,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปงตำ,เชียงใหม่,ไชยปราการ,ปงตำ,053-870342,19.74705423,99.14328584,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา, ที่จอดรถ, WIFI",40,ยังไม่ได้ตรวจสอบ,VALID,"บ้านปงตำ, ไชยปราการ, หนองบัว, อำเภอไชยปราการ, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอไชยปราการ
303,หน่วยวิจัยเพื่อการจัดการพลังงานและเศรษฐนิวเวศ,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,640691698,18.79570624,98.95297789,อาคารสถานศึกษา,,"อาหาร, น้ำดื่ม, WIFI",6,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
305,เก๋ คอสเมติกส์,เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,623087385,19.07333689,98.3041778,อาคารห้างสรรพสินค้า ศูนย์การค้า ซูเปอร์มาร์เก็ต,,อื่นๆ,,ยังไม่ได้ตรวจสอบ,VALID,"บ้านวัดจันทร์, อำเภอกัลยาณิวัฒนา, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอกัลยาณิวัฒนา
306,โรงเรียนชุมชนวัดปากกอง,เชียงใหม่,สารภี,สารภี,095-6753097,18.6712064,99.0445568,อาคารสถานศึกษา,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",23,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านสันกับตองใต้, หนองแฝก, อำเภอสารภี, จังหวัดเชียงใหม่, ประเทศไทย",
307,เทศบาลตำบลดอนแก้ว,เชียงใหม่,สารภี,ดอนแก้ว,819509050,18.6996196,98.9920677,อาคารสำนักงาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI, อื่นๆ",,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านสันป่ากว๋าว, บ้านบวกครกใต้, ดอนแก้ว, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
308,รพ.สต.บ้านห้วยงูนอก,เชียงใหม่,ฝาง,สันทราย,53882113,19.8909,99.174851,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ",15,ผ่าน,VALID,"บ้านสันทราย, สันทราย, อำเภอฝาง, จังหวัดเชียงใหม่, 50110, ประเทศไทย",district=อำเภอฝาง
310,ศูนย์อบรมเด็กก่อนเกณฑ์วัดพระเจ้าเหลื้อม,เชียงใหม่,หางดง,หนองตอง,813864994,18.6138642,98.9415366,อาคารสถานพัฒนาเด็กปฐมวัย,,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID,"บ้านมะจำโรง, บ้านหนองไคร้เหนือ, หนองตองพัฒนา, อำเภอหางดง, จังหวัดเชียงใหม่, 50340, ประเทศไทย",district=อำเภอหางดง
311,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแควมะกอก,เชียงใหม่,ฮอด,ฮอด,811657085,18.110822,98.606051,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านแควมะกอก, บ้านตาล, อำเภอฮอด, จังหวัดเชียงใหม่, ประเทศไทย",
313,โรงพยาบาลส่งเสริมสุขภาพตำบลยางเนิ้ง,เชียงใหม่,สารภี,ยางเนิ้ง,53321416,18.7286444,99.0253367,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",6,ผ่าน,VALID_NO_DISTRICT,"บ้านดอนจืน หมู่ 4, หนองผึ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
314,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ซา,เชียงใหม่,แม่แจ่ม,แม่นาจร,-,18.81385527,98.33110824,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านเม่ชา, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่แจ่ม
315,ห้องเจ้าหน้าที่และครู รร.บ้านดอนแก้ว,เชียงใหม่,แม่ริม,ดอนแก้ว,53862610,18.87768939,98.96890393,อาคารสถานศึกษา,,WIFI,45,ยังไม่ได้ตรวจสอบ,VALID,"หมู่บ้านดารารายณ์, ดอนแก้ววิลเลจ, เหมืองแก้ว, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50290, ประเทศไทย",district=อำเภอแม่ริม
318,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านร้องเม็ง,เชียงใหม่,สันทราย,หนองแหย่ง,53255288,18.88018,99.1006,สถานบริการสาธารณสุข,รพ.สต.,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI, อื่นๆ",28,ผ่าน,VALID,"บ้านบวกเปาป๊อกรัวริน, บ้านบวกเปา, สันป่าเปา, อำเภอสันทราย, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอสันทราย
319,รพ.สต.บ้านมูเซอร์,เชียงใหม่,อมก๋อย,ม่อนจอง,613161559,17.56919721,98.52490449,สถานบริการสาธารณสุข,,ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ,,ยังไม่ได้ตรวจสอบ,VALID,"อำเภออมก๋อย, จังหวัดเชียงใหม่, 50310, ประเทศไทย",district=อำเภออมก๋อย
321,ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53276856,18.77349673,98.9945448,สถานบริการสาธารณสุข,รพท.,อื่นๆ,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
322,สถานเลี้ยงเด็กกลางวันสำหรับครอบครัวนมแม่ 1 ศอ.1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053-276856 ต่อ 219,18.7685132,99.0018532,สถานบริการสาธารณสุข,,ไม่มี,16,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
323,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยไผ่,เชียงใหม่,ไชยปราการ,หนองบัว,53870890,19.725401,99.1403805,สถานบริการสาธารณสุข,รพ.สต.,"ไม่มี, ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านแม่ขิ, ไชยปราการ, หนองบัว, อำเภอไชยปราการ, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอไชยปราการ
325,เทศบาลตำบลหนองคาย,เชียงใหม่,หางดง,หนองควาย,53125070,18.72387894,98.92649182,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",50,ยังไม่ได้ตรวจสอบ,VALID,"บ้านต้นเกว๋น, หนองควาย, อำเภอหางดง, จังหวัดเชียงใหม่, 50230, ประเทศไทย",district=อำเภอหางดง
327,ศูนย์พัฒนาเด็กเล็กตำบลหนองผึ้ง,เชียงใหม่,สารภี,หนองผึ้ง,098 8252740,18.738929,99.010708,อาคารสถานพัฒนาเด็กปฐมวัย,,ไม่มี,100,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านดอนจืน หมู่ 4, หนองผึ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
329,โรงเรียนอนุบาลสันทรายพัฒนา,เชียงใหม่,พร้าว,สันทราย,931407186,19.4125679,99.1942505,อาคารสถานศึกษา,,"ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสันผักไฮ, บ้านสันพงษ์, ป่าไหน่, อำเภอพร้าว, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอพร้าว
330,ห้องปลอดฝุ่นสาธารณะ,เชียงใหม่,อมก๋อย,อมก๋อย,53467052,17.7970142,98.35691,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,ไม่มี,24,ยังไม่ได้ตรวจสอบ,VALID,"บ้านดง, อมก๋อย, อำเภออมก๋อย, จังหวัดเชียงใหม่, 50310, ประเทศไทย",district=อำเภออมก๋อย
331,รพ.สต.บ้านน้ำแพร่ ต.น้ำแพร่,เชียงใหม่,หางดง,น้ำแพร่,053-022367,18.6865683,98.8920488,สถานบริการสาธารณสุข,รพ.สต.,,,ยังไม่ได้ตรวจสอบ,VALID,"บ้านท่าไม้ลุง, บ้านตอง, น้ำแพร่พัฒนา, อำเภอหางดง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอหางดง
333,วัดศรีคำชมภู,เชียงใหม่,สารภี,ป่าบง,066 156 1995,18.73820949,99.0524563,อาคารศาสนสถาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",80,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านต้นโชค, ยางเนิ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
334,รพ.สต.บ้านซาง,เชียงใหม่,แม่ริม,ขี้เหล็ก,979499836,18.99188213,98.96107436,อาคารสถานบริการ ตามกฎหมายว่าด้วยสถานบริการ,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",18,ยังไม่ได้ตรวจสอบ,VALID,"บ้านห้วยน้ำริน, ขี้เหล็ก, อำเภอแม่ริม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่ริม
336,หอผู้ป่วยจิระ 2,เชียงใหม่,เมืองเชียงใหม่,หายยา,53908500,18.77869798,98.97973006,สถานบริการสาธารณสุข,,,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
338,ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053272740 ต่อ302,18.7723909,98.9954441,อาคารสำนักงาน,,ไม่มี,13,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
339,ร้านสวีทคัพ,เชียงใหม่,จอมทอง,ข่วงเปา,804917990,18.428335,98.6785478,อาคารสถานที่จำหน่ายอาหารและเครื่องดื่ม,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI, อื่นๆ",9,ยังไม่ได้ตรวจสอบ,VALID,"บ้านจอมทอง, จอมทอง, ดอยแก้ว, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
340,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลเหมืองแก้ว,เชียงใหม่,แม่ริม,เหมืองแก้ว,053-379540 ต่อ 13,18.898656,98.986041,อาคารสถานศึกษา,,อื่นๆ,11,ยังไม่ได้ตรวจสอบ,VALID,"บ้านทุ่งข้าวหอม, บ้านวังป้อง, เหมืองแก้ว, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50290, ประเทศไทย",district=อำเภอแม่ริม
341,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยางเปียง,เชียงใหม่,อมก๋อย,ยางเปียง,966892594,17.77810076,98.49095307,สถานบริการสาธารณสุข,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา",13,ยังไม่ได้ตรวจสอบ,VALID,"บ้านยางเปียง, อำเภออมก๋อย, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภออมก๋อย
343,Coolly chef by The view village,เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,095-1344927,18.74940215,98.94384627,อาคารสถานที่จำหน่ายอาหารและเครื่องดื่ม,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",104,ยังไม่ได้ตรวจสอบ,VALID,"Serene Lake, แม่เหียะ, ป่าแดด, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, 50100, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
346,รพ.สตบ้านปางอุ๋ง,เชียงใหม่,แม่แจ่ม,แม่ศึก,933033216,18.79718197,98.1129491,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",17,ผ่าน,VALID,"บ้านปางอุ๋ง, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่แจ่ม
348,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53272256,18.7937054,98.9830399,อาคารสถานบริการ ตามกฎหมายว่าด้วยสถานบริการ,,ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ,90,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
349,ศูนย์บริการสาธารณสุขตำบลท่าผา,เชียงใหม่,แม่แจ่ม,ท่าผา,649873377,18.48470391,98.3780421,สถานบริการสาธารณสุข,รพ.สต.,"ไม่มี, ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา, ที่จอดรถ, WIFI",12,ผ่าน,VALID,"บ้านช่างเคิ่งบน, แม่แจ่ม, ท่าผา, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, 50270, ประเทศไทย",district=อำเภอแม่แจ่ม
350,โรงเรียนวชิราลัย,เชียงใหม่,สารภี,หนองผึ้ง,53423536,18.70761953,99.02663102,อาคารสถานศึกษา,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",3200,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านหนองแฝก หมู่ 4, บ้านป่าเก็ดถี, หนองแฝก, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
351,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านต้นแก้ว,เชียงใหม่,หางดง,ขุนคง,53023842,18.68162852,98.95334292,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",25,ผ่าน,VALID,"บ้านกลาง หมุ่ 9, บ้านต้นไฮ, สันผักหวาน, อำเภอหางดง, จังหวัดเชียงใหม่, 50230, ประเทศไทย",district=อำเภอหางดง
352,โรงพยาบาลนครพิงค์,เชียงใหม่,แม่ริม,ดอนแก้ว,895600780,18.85268235,98.96762924,สถานบริการสาธารณสุข,,,125,ยังไม่ได้ตรวจสอบ,VALID,"บ้านป่ารวก หมู่ 6, เหมืองแก้ว, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50300, ประเทศไทย",district=อำเภอแม่ริม
355,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านร้องธาร,เชียงใหม่,ไชยปราการ,ศรีดงเย็น,53050056,19.66619421,99.14420207,สถานบริการสาธารณสุข,รพ.สต.,"ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านผาหงส์, หนองบัว, อำเภอไชยปราการ, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอไชยปราการ
358,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำบ่อหลวง,เชียงใหม่,สันป่าตอง,น้ำบ่อหลวง,53028196,18.6462941,98.84816095,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",32,ผ่าน,VALID,"บ้านน้ำบ่อหลวง, บ้านแม, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, 50120, ประเทศไทย",district=อำเภอสันป่าตอง
361,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยบ่อทอง,เชียงใหม่,ดอยสะเก็ด,แม่โป่ง,53840742,18.83402198,99.17882078,สถานบริการสาธารณสุข,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา, ที่จอดรถ, WIFI",8,ยังไม่ได้ตรวจสอบ,VALID,"บ้านป่าไผ่, Chill cheers, อำเภอดอยสะเก็ด, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอดอยสะเก็ด
362,เทศบาลตำบลหนองควาย,เชียงใหม่,หางดง,หนองควาย,53125070,18.7240067,98.92682817,อาคารสำนักงาน,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",60,ยังไม่ได้ตรวจสอบ,VALID,"บ้านต้นเกว๋น, หนองควาย, อำเภอหางดง, จังหวัดเชียงใหม่, 50230, ประเทศไทย",district=อำเภอหางดง
365,B Samcook Home 16,เชียงใหม่,เมืองเชียงใหม่,หายยา,918545391,18.77656873,98.99386394,อาคารสถานที่จำหน่ายอาหารและเครื่องดื่ม,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI, อื่นๆ",116,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
366,รพ.สต.บ้านวังน้ำหยาด,เชียงใหม่,จอมทอง,แม่สอย,53032544,18.298131,98.6405097,สถานบริการสาธารณสุข,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",16,ยังไม่ได้ตรวจสอบ,VALID,"บ้านวังน้ำหยาด, แม่สอย, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
370,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ก๊ะ,เชียงใหม่,ดอยสะเก็ด,ตลาดใหญ่,53042274,18.8098096,99.1190229,สถานบริการสาธารณสุข,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",66,ยังไม่ได้ตรวจสอบ,VALID,"บ้านเเม่ก๊ะ, บ้านแม่จองใต้, ตลาดใหญ่, อำเภอดอยสะเก็ด, จังหวัดเชียงใหม่, 50220, ประเทศไทย",district=อำเภอดอยสะเก็ด
374,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันห่าว,เชียงใหม่,สันป่าตอง,บ้านกลาง,53481206,18.5582,98.8962,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านพระบาทย้งหวีด, บ้านหนองปลาซิว, บ้านกลาง, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอสันป่าตอง
377,สถานรับเลี้ยงเด็ก,เชียงใหม่,สารภี,ท่ากว้าง,897589010,18.65221695,98.99963978,อาคารสถานพัฒนาเด็กปฐมวัย,,ไม่มี,10,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านแควตุ้น, บ้านแคว, ท่ากว้าง, อำเภอสารภี, จังหวัดเชียงใหม่, 51150, ประเทศไทย",
